team_id,year,league_id,level_id,split_id,ab,ip,bf,tb,ha,k,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,r9,avg,obp,slg,ops,h9,k9,hr9,bb9,cgp,fip,qsp,winp,rsg,svp,bsvp,gfp,era,pig,ws,whip,gbfbp,kbb,babip
92,2024,203,4,1,206,54,244,83,49,41,9,31,33,32,65,53,935,0,6,6,2,4,1,33,6,2,1,2,8,0,0,1,2,4,6,3,1,2,1,17,0,0,8,0,1,14.0000,0.2379,0.3471,0.4029,0.7500,8.1667,6.8333,1.3333,5.1667,0.0000,0.0000,0.1667,0.3333,1.5000,0.5000,0.5000,0.3529,5.3333,103.8889,0.0000,1.4815,0.5508,1.3226,0.2595
93,2024,203,4,1,196,53,231,63,40,41,8,27,28,21,55,59,946,0,6,6,3,3,1,25,11,1,1,0,4,0,0,0,0,6,6,3,1,1,0,15,0,1,6,0,1,12.3962,0.2041,0.3174,0.3214,0.6388,6.7925,6.9623,0.6792,4.5849,0.0000,0.0000,0.1667,0.5000,1.3333,1.0000,0.0000,0.4000,3.5660,118.2500,0.0000,1.2642,0.4825,1.5185,0.2368
94,2024,203,4,1,191,55,224,60,31,64,8,27,10,10,47,49,866,0,6,6,5,1,4,18,4,1,0,2,7,0,0,0,3,5,6,4,2,4,0,21,0,2,1,1,4,10.3091,0.1623,0.2825,0.3141,0.5966,5.0727,10.4727,1.1455,4.4182,0.0000,0.0000,0.3333,0.8333,1.3333,1.0000,0.0000,0.2857,1.6364,86.6000,0.0000,1.0545,0.4896,2.3704,0.2000
95,2024,203,4,1,193,51,225,77,45,46,21,28,20,20,52,52,845,2,6,6,2,4,0,26,12,2,2,1,6,0,0,0,1,0,5,3,2,1,1,9,1,1,3,2,2,12.7161,0.2332,0.3274,0.3990,0.7263,7.8387,8.0129,1.0452,4.8774,0.1667,0.0000,0.3333,0.3333,3.5000,0.0000,1.0000,0.5556,3.4839,120.7143,0.0000,1.4129,0.5000,1.6429,0.2727
96,2024,203,4,1,198,52,226,77,48,46,8,25,28,26,53,51,880,0,6,6,2,4,2,32,8,1,1,3,5,0,0,1,2,1,6,5,2,2,0,19,0,1,2,0,3,12.8077,0.2424,0.3289,0.3889,0.7178,8.3077,7.9615,0.8654,4.3269,0.0000,0.0000,0.3333,0.3333,1.3333,1.0000,0.0000,0.3158,4.5000,97.7778,0.0000,1.4038,0.5096,1.8400,0.2905
97,2024,203,4,1,199,53,221,70,50,46,25,16,14,14,58,50,804,0,6,6,4,2,1,37,9,2,3,1,3,0,0,1,3,1,6,3,3,1,0,13,0,1,2,2,3,11.3774,0.2513,0.3059,0.3518,0.6577,8.4906,7.8113,0.5094,2.7170,0.0000,0.0000,0.5000,0.6667,4.1667,1.0000,0.0000,0.4615,2.3774,114.8571,0.0000,1.2453,0.5370,2.8750,0.3072
98,2024,203,4,1,212,54,235,89,56,43,14,20,19,17,57,57,858,0,6,6,2,4,1,37,12,2,1,0,7,0,0,1,2,0,6,3,3,2,1,12,0,0,1,1,1,12.6667,0.2642,0.3262,0.4198,0.7460,9.3333,7.1667,1.1667,3.3333,0.0000,0.0000,0.5000,0.3333,2.3333,0.5000,0.5000,0.5000,2.8333,85.8000,0.0000,1.4074,0.5000,2.1500,0.3006
99,2024,203,4,1,221,54,248,103,63,46,12,23,31,31,56,55,916,0,6,6,4,2,3,38,17,0,0,1,7,0,0,0,4,4,6,4,1,4,1,19,0,0,4,0,4,15.0000,0.2851,0.3629,0.4661,0.8290,10.5000,7.6667,1.1667,3.8333,0.0000,0.0000,0.1667,0.6667,2.0000,0.7500,0.2500,0.3158,5.1667,91.6000,0.0000,1.5926,0.5045,2.0000,0.3333
100,2024,203,4,1,205,52,225,98,56,37,14,17,30,27,53,57,747,0,6,6,3,3,1,32,15,0,1,0,9,1,0,0,1,2,6,5,2,2,1,15,0,1,5,2,0,12.9808,0.2732,0.3333,0.4780,0.8114,9.6923,6.4038,1.5577,2.9423,0.0000,0.0000,0.3333,0.5000,2.3333,0.5000,0.5000,0.4000,4.6731,74.7000,0.0000,1.4038,0.4818,2.1765,0.2938
101,2024,203,4,1,74,18,83,53,21,16,1,6,16,15,16,20,318,0,2,2,0,2,0,8,3,0,1,1,9,0,0,0,2,2,2,2,0,0,0,8,0,0,1,0,0,14.5000,0.2838,0.3494,0.7162,1.0656,10.5000,8.0000,4.5000,3.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.2500,7.5000,63.6000,0.0000,1.5000,0.4444,2.6667,0.2400
102,2024,203,4,1,203,54,230,73,55,43,20,20,21,16,56,50,875,0,6,6,5,1,3,43,9,1,3,0,3,0,0,0,4,3,6,11,3,3,0,16,0,0,2,2,6,13.0000,0.2709,0.3406,0.3596,0.7002,9.1667,7.1667,0.5000,3.3333,0.0000,0.0000,0.5000,0.8333,3.3333,1.0000,0.0000,0.3750,2.6667,109.3750,0.0000,1.3889,0.5283,2.1500,0.3250
103,2024,203,4,1,191,52,213,74,41,51,8,17,16,16,54,47,816,0,6,6,2,4,1,24,9,0,2,0,8,0,0,1,0,3,6,4,3,1,0,15,0,0,7,0,0,10.5577,0.2147,0.2864,0.3874,0.6738,7.0962,8.8269,1.3846,2.9423,0.0000,0.0000,0.5000,0.3333,1.3333,1.0000,0.0000,0.4000,2.7692,102.0000,0.0000,1.1154,0.5347,3.0000,0.2463
104,2024,203,4,1,201,53,239,73,44,49,23,34,25,24,52,55,912,1,6,6,3,3,1,27,11,0,1,0,6,0,0,3,4,3,6,3,2,1,0,16,0,1,5,0,0,13.6687,0.2189,0.3389,0.3632,0.7021,7.4250,8.2687,1.0125,5.7375,0.0000,0.0000,0.3333,0.5000,3.8333,1.0000,0.0000,0.3750,4.0500,82.9091,0.0000,1.4625,0.4860,1.4412,0.2585
105,2024,203,4,1,214,54,231,93,54,54,21,11,19,19,51,55,877,0,6,6,4,2,2,32,13,1,1,1,8,0,0,0,0,4,6,1,3,3,1,11,0,0,3,1,1,11.5000,0.2523,0.3000,0.4346,0.7346,9.0000,9.0000,1.3333,1.8333,0.0000,0.0000,0.5000,0.6667,3.5000,0.6667,0.3333,0.5455,3.1667,125.2857,0.0000,1.2037,0.4811,4.9091,0.3007
106,2024,203,4,1,198,52,219,75,47,32,13,16,29,29,70,50,803,0,6,6,3,3,1,34,5,1,0,1,7,0,0,0,1,4,5,5,2,4,3,10,1,0,3,0,0,11.5962,0.2374,0.3073,0.3788,0.6861,8.1346,5.5385,1.2115,2.7692,0.1667,0.0000,0.3333,0.5000,2.1667,0.2500,0.7500,0.5000,5.0192,100.3750,0.0000,1.2115,0.5833,2.0000,0.2516
107,2024,203,4,1,207,52,238,101,58,47,10,25,29,28,57,48,868,2,6,6,3,3,0,37,10,3,1,0,11,0,0,0,3,2,6,4,1,1,1,14,0,0,3,2,4,14.5253,0.2802,0.3617,0.4879,0.8496,9.9114,8.0316,1.8797,4.2722,0.0000,0.0000,0.1667,0.5000,1.6667,0.0000,1.0000,0.4286,4.7848,124.0000,0.0000,1.5759,0.5429,1.8800,0.3133
108,2024,203,4,1,196,54,225,63,40,43,14,25,18,17,66,47,823,0,6,6,5,1,3,27,8,2,1,0,5,0,0,0,2,1,6,6,3,3,0,15,0,1,3,1,3,11.0000,0.2041,0.2960,0.3214,0.6174,6.6667,7.1667,0.8333,4.1667,0.0000,0.0000,0.5000,0.8333,2.3333,1.0000,0.0000,0.4000,2.8333,91.4444,0.0000,1.2037,0.5841,1.7200,0.2349
109,2024,203,4,1,213,53,261,99,65,37,21,39,46,43,60,56,1001,1,6,6,1,5,0,41,18,4,2,2,4,2,0,2,5,3,6,6,0,2,2,26,0,0,1,1,7,18.0562,0.3052,0.4163,0.4648,0.8811,10.9688,6.2437,0.6750,6.5812,0.0000,0.0000,0.0000,0.1667,3.5000,0.0000,1.0000,0.2308,7.2562,83.4167,0.0000,1.9500,0.5172,0.9487,0.3506
110,2024,203,4,1,216,54,239,107,60,39,13,16,26,25,52,63,883,0,6,6,2,4,2,35,14,0,2,0,11,0,0,0,3,5,6,4,3,3,1,19,0,0,2,2,2,13.5000,0.2778,0.3389,0.4954,0.8343,10.0000,6.5000,1.8333,2.6667,0.0000,0.0000,0.5000,0.3333,2.1667,0.6667,0.3333,0.3158,4.1667,110.3750,0.0000,1.4074,0.4522,2.4375,0.2917
111,2024,203,4,1,70,18,79,25,18,13,1,7,7,7,17,23,312,0,2,2,0,2,0,13,4,0,1,0,1,0,0,0,0,1,2,0,0,0,0,6,0,0,4,2,0,13.0000,0.2571,0.3291,0.3571,0.6863,9.0000,6.5000,0.5000,3.5000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.3333,3.5000,62.4000,0.0000,1.3889,0.4250,1.8571,0.2982
112,2024,203,4,1,217,56,263,89,58,48,12,35,39,39,57,56,965,2,6,6,3,3,1,41,10,1,1,0,7,0,0,0,3,9,6,8,1,2,1,26,0,0,6,2,2,16.2000,0.2673,0.3893,0.4101,0.7995,9.2118,7.6235,1.1118,5.5588,0.0000,0.0000,0.1667,0.5000,2.0000,0.5000,0.5000,0.2308,6.1941,80.4167,0.0000,1.6412,0.5044,1.3714,0.3129
113,2024,203,4,1,209,53,232,100,58,44,23,19,24,23,54,54,832,0,6,6,5,1,3,36,11,0,3,2,9,0,0,1,0,1,6,6,3,3,0,14,0,0,1,0,2,13.2453,0.2775,0.3362,0.4785,0.8147,9.8491,7.4717,1.5283,3.2264,0.0000,0.0000,0.5000,0.8333,3.8333,1.0000,0.0000,0.4286,3.9057,92.4444,0.0000,1.4528,0.5000,2.3158,0.3082
114,2024,203,4,1,231,57,257,89,64,59,11,20,18,15,56,51,965,0,6,6,4,2,2,47,13,1,1,0,4,0,0,1,2,4,6,3,1,5,3,20,0,1,6,1,2,13.8947,0.2771,0.3438,0.3853,0.7290,10.1053,9.3158,0.6316,3.1579,0.0000,0.0000,0.1667,0.6667,1.8333,0.4000,0.6000,0.3000,2.3684,107.2222,0.0000,1.4737,0.5234,2.9500,0.3550
115,2024,203,4,1,217,57,235,93,53,48,7,16,24,23,67,49,867,2,6,6,2,4,1,35,7,1,0,0,11,0,0,4,0,1,6,8,4,2,1,16,0,1,4,1,3,10.9249,0.2442,0.2991,0.4286,0.7277,8.2717,7.4913,1.7168,2.4971,0.0000,0.0000,0.6667,0.3333,1.1667,0.5000,0.5000,0.3750,3.5896,78.8182,0.0000,1.1965,0.5776,3.0000,0.2658
116,2024,203,4,1,190,51,214,74,41,49,16,19,19,18,57,45,848,2,6,6,3,3,0,23,9,1,1,3,6,0,0,1,0,3,6,4,3,2,2,13,0,1,3,1,2,10.9742,0.2158,0.2958,0.3895,0.6852,7.1419,8.5355,1.0452,3.3097,0.0000,0.0000,0.5000,0.5000,2.6667,0.0000,1.0000,0.4615,3.1355,106.0000,0.0000,1.1613,0.5588,2.5789,0.2574
117,2024,203,4,1,222,54,249,99,64,41,28,20,36,33,58,61,923,0,6,6,4,2,2,46,9,3,2,1,8,1,0,0,2,2,6,1,3,2,0,16,0,0,4,1,2,14.3333,0.2883,0.3496,0.4459,0.7955,10.6667,6.8333,1.3333,3.3333,0.0000,0.0000,0.5000,0.6667,4.6667,1.0000,0.0000,0.3750,5.5000,92.3000,0.0000,1.5556,0.4874,2.0500,0.3200
118,2024,203,4,1,216,54,247,86,58,48,17,25,27,25,49,62,897,0,6,6,4,2,1,39,14,0,2,1,4,0,0,0,1,4,6,1,3,1,0,13,0,0,5,2,2,14.5000,0.2685,0.3522,0.3981,0.7504,9.6667,8.0000,0.6667,4.1667,0.0000,0.0000,0.5000,0.6667,2.8333,1.0000,0.0000,0.4615,4.1667,128.1429,0.0000,1.5370,0.4414,1.9200,0.3253
119,2024,203,4,1,197,52,216,87,50,52,17,16,20,20,48,49,825,0,6,6,2,4,1,29,13,1,1,0,8,1,0,0,0,1,6,4,2,1,0,13,0,0,2,2,1,11.5962,0.2538,0.3116,0.4416,0.7533,8.6538,9.0000,1.3846,2.7692,0.0000,0.0000,0.3333,0.3333,2.8333,1.0000,0.0000,0.4615,3.4615,103.1250,0.0000,1.2692,0.4948,3.2500,0.3043
120,2024,203,4,1,146,40,162,56,35,28,7,11,14,14,52,36,577,0,4,4,1,3,1,24,6,3,2,0,5,0,0,0,4,0,4,4,3,3,2,10,0,0,1,0,0,10.3500,0.2397,0.2893,0.3836,0.6729,7.8750,6.3000,1.1250,2.4750,0.0000,0.0000,0.7500,0.2500,1.7500,0.3333,0.6667,0.4000,3.1500,72.1250,0.0000,1.1500,0.5909,2.5455,0.2609
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
